season,week,stadium,temperature,precipitation,wind_speed,dome
2023,6,SoFi Stadium,67.4,0.0,10.2,False
2023,7,Caesars Superdome,72.0,0.0,0.0,True
2023,7,Soldier Field,49.8,0.0,12.8,False
2023,7,Lucas Oil Stadium,72.0,0.0,0.0,True
2023,7,Gillette Stadium,54.4,0.0,15.4,False
2023,7,MetLife Stadium,53.0,0.0,18.4,False
2023,7,Raymond James Stadium,71.9,0.0,8.8,False
2023,7,M&T Bank Stadium,55.0,0.0,20.3,False
2023,7,SoFi Stadium,65.5,0.0,13.7,False
2023,7,Lumen Field,53.2,0.0,7.0,False
2023,7,Empower Field at Mile High,58.0,0.0,13.4,False
2023,7,Lincoln Financial Field,53.6,0.0,13.6,False
2023,7,U.S. Bank Stadium,72.0,0.0,0.0,True
2023,8,Highmark Stadium,67.3,0.028,20.7,False
2023,8,AT&T Stadium,72.0,0.0,0.0,True
2023,8,Lambeau Field,37.7,0.0,10.2,False
2023,8,Lucas Oil Stadium,72.0,0.0,0.0,True
2023,8,Hard Rock Stadium,80.1,0.002,20.0,False
2023,8,MetLife Stadium,54.0,0.445,10.8,False
2023,8,Acrisure Stadium,53.6,0.521,9.8,False
2023,8,Bank of America Stadium,69.4,0.0,14.0,False
2023,8,Lumen Field,41.3,0.0,7.6,False
2023,8,Empower Field at Mile High,20.2,0.167,10.5,False
2023,8,State Farm Stadium,72.0,0.0,0.0,True
2023,8,Levi's Stadium,61.3,0.0,14.2,False
2023,8,SoFi Stadium,65.9,0.0,11.6,False
2023,8,Ford Field,72.0,0.0,0.0,True
2023,9,Acrisure Stadium,47.0,0.0,15.0,False
2023,9,Mercedes-Benz Stadium,72.0,0.0,0.0,True
2023,9,Lambeau Field,43.9,0.023,11.0,False
2023,9,Gillette Stadium,50.1,0.003,9.2,False
2023,9,Caesars Superdome,72.0,0.0,0.0,True
2023,9,M&T Bank Stadium,54.5,0.0,10.9,False
2023,9,NRG Stadium,72.0,0.0,0.0,True
2023,9,Bank of America Stadium,55.7,0.0,7.2,False
2023,9,Allegiant Stadium,72.0,0.0,0.0,True
2023,9,Lincoln Financial Field,53.2,0.0,11.6,False
2023,9,Paycor Stadium,55.1,0.0,19.5,False
2023,9,MetLife Stadium,56.7,0.069,14.8,False
2023,10,Soldier Field,42.0,0.0,14.4,False
2023,10,Paycor Stadium,43.8,0.0,9.3,False
2023,10,U.S. Bank Stadium,72.0,0.0,0.0,True
2023,10,Acrisure Stadium,42.1,0.0,6.1,False
2023,10,Raymond James Stadium,77.3,0.0,11.4,False
2023,10,M&T Bank Stadium,43.8,0.0,11.8,False
2023,10,State Farm Stadium,72.0,0.0,0.0,True
2023,10,SoFi Stadium,66.9,0.0,10.2,False
2023,10,AT&T Stadium,72.0,0.0,0.0,True
2023,10,Lumen Field,48.3,0.148,11.4,False
2023,10,Allegiant Stadium,72.0,0.0,0.0,True
2023,10,Highmark Stadium,42.4,0.0,12.8,False
2023,11,M&T Bank Stadium,55.1,0.0,12.1,False
2023,11,Ford Field,72.0,0.0,0.0,True
2023,11,Lambeau Field,35.2,0.0,8.7,False
2023,11,Hard Rock Stadium,73.7,0.0,12.1,False
2023,11,Bank of America Stadium,52.6,0.0,9.4,False
2023,11,NRG Stadium,72.0,0.0,0.0,True
2023,11,Levi's Stadium,55.9,0.0,15.7,False
2023,11,Highmark Stadium,40.2,0.0,18.2,False
2023,11,SoFi Stadium,65.0,0.001,17.3,False
2023,11,Empower Field at Mile High,39.2,0.037,26.2,False
2023,12,Ford Field,72.0,0.0,0.0,True
2023,12,AT&T Stadium,72.0,0.0,0.0,True
2023,12,Lumen Field,37.7,0.0,6.3,False
2023,12,MetLife Stadium,43.9,0.0,15.3,False
2023,12,Mercedes-Benz Stadium,72.0,0.0,0.0,True
2023,12,Paycor Stadium,40.8,0.015,22.3,False
2023,12,Lucas Oil Stadium,72.0,0.0,0.0,True
2023,12,MetLife Stadium,39.9,0.484,14.2,False
2023,12,NRG Stadium,72.0,0.0,0.0,True
2023,12,Empower Field at Mile High,25.5,0.0,9.1,False
2023,12,State Farm Stadium,72.0,0.0,0.0,True
2023,12,Allegiant Stadium,72.0,0.0,0.0,True
2023,12,Lincoln Financial Field,41.2,0.786,15.3,False
2023,12,SoFi Stadium,61.5,0.0,10.1,False
2023,12,U.S. Bank Stadium,72.0,0.0,0.0,True
2023,13,AT&T Stadium,72.0,0.0,0.0,True
2023,13,Gillette Stadium,45.3,0.594,10.3,False
2023,13,Caesars Superdome,72.0,0.0,0.0,True
2023,13,MetLife Stadium,48.1,0.633,9.7,False
2023,13,Acrisure Stadium,50.6,0.42,20.1,False
2023,13,NRG Stadium,72.0,0.0,0.0,True
2023,13,Raymond James Stadium,74.2,0.288,12.2,False
2023,13,SoFi Stadium,57.5,0.0,8.6,False
2023,13,Lincoln Financial Field,51.1,0.663,9.3,False
2023,13,Lambeau Field,29.9,0.0,6.4,False
2023,14,Acrisure Stadium,49.5,0.0,14.8,False
2023,14,Mercedes-Benz Stadium,72.0,0.0,0.0,True
2023,14,Soldier Field,34.2,0.0,17.7,False
2023,14,Paycor Stadium,39.2,0.0,12.2,False
2023,14,Caesars Superdome,72.0,0.0,0.0,True
2023,14,MetLife Stadium,52.8,0.708,13.4,False
2023,14,M&T Bank Stadium,51.9,1.014,18.7,False
2023,14,Allegiant Stadium,72.0,0.0,0.0,True
2023,14,Levi's Stadium,49.4,0.0,9.3,False
2023,14,SoFi Stadium,61.7,0.0,9.3,False
2023,14,AT&T Stadium,72.0,0.0,0.0,True
2023,14,Hard Rock Stadium,67.6,0.001,17.9,False
2023,14,MetLife Stadium,38.3,0.0,11.1,False
2023,15,Allegiant Stadium,72.0,0.0,0.0,True
2023,15,Paycor Stadium,41.6,0.004,5.2,False
2023,15,Lucas Oil Stadium,72.0,0.0,0.0,True
2023,15,Ford Field,72.0,0.0,0.0,True
2023,15,Lambeau Field,39.2,0.0,15.8,False
2023,15,Hard Rock Stadium,73.5,0.15,19.6,False
2023,15,Gillette Stadium,45.0,0.486,10.2,False
2023,15,Caesars Superdome,72.0,0.0,0.0,True
2023,15,Bank of America Stadium,48.9,1.266,17.6,False
2023,15,SoFi Stadium,64.9,0.0,8.8,False
2023,15,State Farm Stadium,72.0,0.0,0.0,True
2023,15,Highmark Stadium,48.2,0.451,19.9,False
2023,15,Lumen Field,47.6,0.039,8.0,False
2023,16,SoFi Stadium,61.9,0.617,15.3,False
2023,16,Acrisure Stadium,46.7,0.01,10.2,False
2023,16,SoFi Stadium,59.3,0.0,9.8,False
2023,16,Mercedes-Benz Stadium,72.0,0.0,0.0,True
2023,16,U.S. Bank Stadium,72.0,0.0,0.0,True
2023,16,MetLife Stadium,41.9,0.012,6.3,False
2023,16,Bank of America Stadium,52.1,0.0,5.5,False
2023,16,NRG Stadium,72.0,0.0,0.0,True
2023,16,Raymond James Stadium,65.7,0.0,12.5,False
2023,16,Soldier Field,51.9,0.0,11.5,False
2023,16,Hard Rock Stadium,72.5,0.032,19.1,False
2023,16,Empower Field at Mile High,18.9,0.0,13.8,False
2023,16,Lincoln Financial Field,45.2,0.0,8.2,False
2023,16,Levi's Stadium,52.6,0.0,10.5,False
2023,17,AT&T Stadium,72.0,0.0,0.0,True
2023,17,Highmark Stadium,33.8,0.039,7.5,False
2023,17,Soldier Field,34.1,0.023,16.8,False
2023,17,Lucas Oil Stadium,72.0,0.0,0.0,True
2023,17,MetLife Stadium,40.3,0.0,10.2,False
2023,17,Lincoln Financial Field,41.7,0.0,10.0,False
2023,17,Raymond James Stadium,56.3,0.0,5.8,False
2023,17,M&T Bank Stadium,44.6,0.0,9.9,False
2023,17,NRG Stadium,72.0,0.0,0.0,True
2023,17,Lumen Field,43.8,0.0,5.5,False
2023,17,Empower Field at Mile High,31.5,0.0,7.4,False
2023,17,U.S. Bank Stadium,72.0,0.0,0.0,True
2023,18,M&T Bank Stadium,34.6,0.773,16.7,False
2023,18,Lucas Oil Stadium,72.0,0.0,0.0,True
2023,18,Paycor Stadium,36.8,0.013,14.5,False
2023,18,Ford Field,72.0,0.0,0.0,True
2023,18,Gillette Stadium,31.8,0.789,16.3,False
2023,18,Caesars Superdome,72.0,0.0,0.0,True
2023,18,Bank of America Stadium,46.1,0.0,16.4,False
2023,18,Lambeau Field,31.4,0.006,12.4,False
2023,18,Allegiant Stadium,72.0,0.0,0.0,True
2023,18,MetLife Stadium,35.0,0.215,13.4,False
2023,18,State Farm Stadium,72.0,0.0,0.0,True
2023,18,SoFi Stadium,54.3,0.0,22.0,False
2023,18,Levi's Stadium,46.3,0.0,12.5,False
2023,18,Hard Rock Stadium,69.2,0.0,20.7,False
2024,1,Mercedes-Benz Stadium,72.0,0.0,0.0,True
2024,1,Highmark Stadium,57.7,0.0,22.5,False
2024,1,Soldier Field,61.2,0.0,11.2,False
2024,1,Paycor Stadium,57.1,0.0,4.5,False
2024,1,Lucas Oil Stadium,72.0,0.0,0.0,True
2024,1,Hard Rock Stadium,86.2,0.067,14.8,False
2024,1,Caesars Superdome,72.0,0.0,0.0,True
2024,1,MetLife Stadium,61.3,0.0,16.2,False
2024,1,SoFi Stadium,81.5,0.0,14.0,False
2024,1,Lumen Field,66.9,0.0,8.1,False
2024,1,Raymond James Stadium,82.7,0.022,11.2,False
2024,1,Ford Field,72.0,0.0,0.0,True
2024,1,Levi's Stadium,65.4,0.0,17.0,False
2024,2,Hard Rock Stadium,85.5,0.57,11.2,False
2024,2,AT&T Stadium,72.0,0.0,0.0,True
2024,2,Ford Field,72.0,0.0,0.0,True
2024,2,Lambeau Field,72.3,0.0,13.4,False
2024,2,U.S. Bank Stadium,72.0,0.0,0.0,True
2024,2,Gillette Stadium,66.5,0.0,7.1,False
2024,2,Bank of America Stadium,73.6,0.0,21.1,False
2024,2,M&T Bank Stadium,71.2,0.0,16.2,False
2024,2,State Farm Stadium,72.0,0.0,0.0,True
2024,2,Empower Field at Mile High,68.9,0.009,14.8,False
2024,2,NRG Stadium,72.0,0.0,0.0,True
2024,2,Lincoln Financial Field,71.5,0.0,14.2,False
2024,3,MetLife Stadium,72.3,0.0,11.1,False
2024,3,Lucas Oil Stadium,72.0,0.0,0.0,True
2024,3,U.S. Bank Stadium,72.0,0.0,0.0,True
2024,3,Caesars Superdome,72.0,0.0,0.0,True
2024,3,Acrisure Stadium,71.7,0.0,7.1,False
2024,3,Raymond James Stadium,82.1,0.0,8.1,False
2024,3,Allegiant Stadium,72.0,0.0,0.0,True
2024,3,Lumen Field,62.0,0.0,7.0,False
2024,3,AT&T Stadium,72.0,0.0,0.0,True
2024,3,SoFi Stadium,65.5,0.0,14.0,False
2024,3,State Farm Stadium,72.0,0.0,0.0,True
2024,3,Mercedes-Benz Stadium,72.0,0.0,0.0,True
2024,3,Highmark Stadium,68.5,0.212,8.9,False
2024,3,Paycor Stadium,69.9,0.94,15.4,False
2024,4,MetLife Stadium,69.5,0.013,10.0,False
2024,4,Mercedes-Benz Stadium,72.0,0.0,0.0,True
2024,4,Soldier Field,70.6,0.003,16.1,False
2024,4,Lambeau Field,65.3,0.0,15.3,False
2024,4,Lucas Oil Stadium,72.0,0.0,0.0,True
2024,4,MetLife Stadium,60.8,0.53,6.5,False
2024,4,Raymond James Stadium,83.5,0.056,11.8,False
2024,4,Bank of America Stadium,74.1,0.01,9.3,False
2024,4,NRG Stadium,72.0,0.0,0.0,True
2024,4,State Farm Stadium,72.0,0.0,0.0,True
2024,4,Levi's Stadium,67.7,0.0,12.7,False
2024,4,Allegiant Stadium,72.0,0.0,0.0,True
2024,4,SoFi Stadium,63.5,0.0,11.7,False
2024,4,M&T Bank Stadium,63.7,0.138,13.3,False
2024,4,Hard Rock Stadium,85.2,0.007,12.1,False
2024,4,Ford Field,72.0,0.0,0.0,True
2024,5,Mercedes-Benz Stadium,72.0,0.0,0.0,True
2024,5,Soldier Field,69.2,0.0,20.4,False
2024,5,Paycor Stadium,71.4,0.0,15.3,False
2024,5,Gillette Stadium,53.6,0.0,7.4,False
2024,5,NRG Stadium,72.0,0.0,0.0,True
2024,5,Empower Field at Mile High,60.5,0.0,15.9,False
2024,5,Levi's Stadium,83.4,0.0,12.3,False
2024,5,SoFi Stadium,64.6,0.0,11.8,False
2024,5,Lumen Field,57.2,0.0,9.2,False
2024,5,Acrisure Stadium,58.7,0.0,11.4,False
2024,6,Lumen Field,52.7,0.0,9.6,False
2024,6,Lambeau Field,47.4,0.354,28.4,False
2024,6,Gillette Stadium,44.6,0.157,5.9,False
2024,6,Caesars Superdome,72.0,0.0,0.0,True
2024,6,Lincoln Financial Field,67.4,0.0,14.4,False
2024,6,M&T Bank Stadium,64.3,0.0,11.9,False
2024,6,Empower Field at Mile High,57.5,0.0,9.7,False
2024,6,Allegiant Stadium,72.0,0.0,0.0,True
2024,6,AT&T Stadium,72.0,0.0,0.0,True
2024,6,Bank of America Stadium,64.7,0.0,9.3,False
2024,6,MetLife Stadium,55.3,0.0,24.0,False
2024,6,MetLife Stadium,49.1,0.0,13.4,False
2024,7,Caesars Superdome,72.0,0.0,0.0,True
2024,7,Mercedes-Benz Stadium,72.0,0.0,0.0,True
2024,7,Highmark Stadium,56.7,0.0,19.7,False
2024,7,Lambeau Field,66.4,0.0,12.6,False
2024,7,Lucas Oil Stadium,72.0,0.0,0.0,True
2024,7,U.S. Bank Stadium,72.0,0.0,0.0,True
2024,7,MetLife Stadium,58.1,0.0,7.4,False
2024,7,SoFi Stadium,67.8,0.0,12.8,False
2024,7,Levi's Stadium,67.7,0.0,11.0,False
2024,7,Acrisure Stadium,62.5,0.0,9.4,False
2024,7,Raymond James Stadium,77.0,0.0,11.0,False
2024,7,State Farm Stadium,72.0,0.0,0.0,True
2024,8,SoFi Stadium,60.5,0.0,10.7,False
2024,8,Paycor Stadium,47.5,0.0,6.5,False
2024,8,Ford Field,72.0,0.0,0.0,True
2024,8,Hard Rock Stadium,77.3,0.0,17.8,False
2024,8,Gillette Stadium,41.8,0.0,14.6,False
2024,8,Raymond James Stadium,74.6,0.0,7.2,False
2024,8,NRG Stadium,72.0,0.0,0.0,True
2024,8,SoFi Stadium,65.5,0.0,12.2,False
2024,8,Lumen Field,53.8,0.493,14.7,False
2024,8,Empower Field at Mile High,59.4,0.0,15.5,False
2024,8,Allegiant Stadium,72.0,0.0,0.0,True
2024,8,Levi's Stadium,61.1,0.011,16.8,False
2024,8,Acrisure Stadium,63.5,0.002,14.5,False
2024,9,MetLife Stadium,70.7,0.0,17.6,False
2024,9,Mercedes-Benz Stadium,72.0,0.0,0.0,True
2024,9,Highmark Stadium,43.2,0.0,12.6,False
2024,9,Paycor Stadium,53.8,0.0,7.3,False
2024,9,MetLife Stadium,45.8,0.0,11.3,False
2024,9,Bank of America Stadium,61.0,0.0,9.6,False
2024,9,M&T Bank Stadium,46.8,0.0,8.1,False
2024,9,Lincoln Financial Field,47.7,0.0,10.7,False
2024,9,State Farm Stadium,72.0,0.0,0.0,True
2024,9,Lambeau Field,50.1,0.735,15.8,False
2024,9,Lumen Field,49.7,0.002,8.5,False
2024,9,U.S. Bank Stadium,72.0,0.0,0.0,True
2024,10,M&T Bank Stadium,60.1,0.0,19.1,False
2024,10,Soldier Field,54.6,0.121,22.0,False
2024,10,Lucas Oil Stadium,72.0,0.0,0.0,True
2024,10,Caesars Superdome,72.0,0.0,0.0,True
2024,10,Raymond James Stadium,78.5,0.0,10.9,False
2024,10,SoFi Stadium,60.2,0.0,10.4,False
2024,10,AT&T Stadium,72.0,0.0,0.0,True
2024,10,State Farm Stadium,72.0,0.0,0.0,True
2024,10,NRG Stadium,72.0,0.0,0.0,True
2024,10,SoFi Stadium,61.7,0.0,13.9,False
2024,11,Lincoln Financial Field,49.8,0.0,13.1,False
2024,11,Soldier Field,52.8,0.01,12.3,False
2024,11,Ford Field,72.0,0.0,0.0,True
2024,11,Hard Rock Stadium,76.8,0.0,14.8,False
2024,11,Gillette Stadium,46.6,0.0,11.7,False
2024,11,Caesars Superdome,72.0,0.0,0.0,True
2024,11,MetLife Stadium,51.9,0.0,10.0,False
2024,11,Acrisure Stadium,44.7,0.0,10.4,False
2024,11,Empower Field at Mile High,37.7,0.0,16.4,False
2024,11,Levi's Stadium,53.9,0.011,13.5,False
2024,11,Highmark Stadium,48.0,0.0,13.8,False
2024,11,SoFi Stadium,56.4,0.0,12.8,False
2024,11,AT&T Stadium,72.0,0.0,0.0,True
2024,12,Soldier Field,45.2,0.0,10.9,False
2024,12,Lucas Oil Stadium,72.0,0.0,0.0,True
2024,12,Hard Rock Stadium,66.0,0.0,11.0,False
2024,12,MetLife Stadium,47.5,0.0,15.2,False
2024,12,Bank of America Stadium,49.4,0.0,7.1,False
2024,12,NRG Stadium,72.0,0.0,0.0,True
2024,12,Allegiant Stadium,72.0,0.0,0.0,True
2024,12,Lambeau Field,39.6,0.058,15.4,False
2024,12,Lumen Field,45.2,0.085,7.0,False
2024,12,SoFi Stadium,59.3,0.0,9.3,False
2024,12,SoFi Stadium,61.1,0.0,9.8,False
2024,13,Ford Field,72.0,0.0,0.0,True
2024,13,AT&T Stadium,72.0,0.0,0.0,True
2024,13,Lambeau Field,21.9,0.0,21.8,False
2024,13,Mercedes-Benz Stadium,72.0,0.0,0.0,True
2024,13,Paycor Stadium,29.9,0.0,11.2,False
2024,13,U.S. Bank Stadium,72.0,0.0,0.0,True
2024,13,Gillette Stadium,30.4,0.0,10.8,False
2024,13,MetLife Stadium,30.4,0.0,15.4,False
2024,13,Caesars Superdome,72.0,0.0,0.0,True
2024,13,Bank of America Stadium,39.6,0.0,11.1,False
2024,13,M&T Bank Stadium,32.2,0.0,12.4,False
2024,13,Highmark Stadium,31.2,0.009,10.9,False
2024,13,Empower Field at Mile High,45.5,0.0,12.0,False
2024,14,Ford Field,72.0,0.0,0.0,True
2024,14,Hard Rock Stadium,68.5,0.0,13.8,False
2024,14,U.S. Bank Stadium,72.0,0.0,0.0,True
2024,14,MetLife Stadium,44.2,0.0,18.2,False
2024,14,Lincoln Financial Field,46.6,0.0,22.2,False
2024,14,Acrisure Stadium,45.1,0.0,19.7,False
2024,14,Raymond James Stadium,60.8,0.0,8.2,False
2024,14,State Farm Stadium,72.0,0.0,0.0,True
2024,14,SoFi Stadium,56.7,0.0,9.2,False
2024,14,Levi's Stadium,56.1,0.0,10.0,False
2024,14,AT&T Stadium,72.0,0.0,0.0,True
2024,15,Levi's Stadium,57.0,0.0,21.9,False
2024,15,Caesars Superdome,72.0,0.0,0.0,True
2024,15,MetLife Stadium,31.3,0.001,5.9,False
2024,15,Bank of America Stadium,41.1,0.025,12.4,False
2024,15,NRG Stadium,72.0,0.0,0.0,True
2024,15,Empower Field at Mile High,44.4,0.0,25.0,False
2024,15,Ford Field,72.0,0.0,0.0,True
2024,15,Lincoln Financial Field,33.1,0.058,8.4,False
2024,15,State Farm Stadium,72.0,0.0,0.0,True
2024,15,SoFi Stadium,55.2,0.0,11.3,False
2024,15,Lumen Field,44.5,0.109,9.0,False
2024,15,U.S. Bank Stadium,72.0,0.0,0.0,True
2024,15,Allegiant Stadium,72.0,0.0,0.0,True
2024,16,SoFi Stadium,53.3,0.0,11.2,False
2024,16,M&T Bank Stadium,33.7,0.0,20.8,False
2024,16,Mercedes-Benz Stadium,72.0,0.0,0.0,True
2024,16,Soldier Field,26.9,0.0,17.4,False
2024,16,Paycor Stadium,25.9,0.0,6.4,False
2024,16,Lucas Oil Stadium,72.0,0.0,0.0,True
2024,16,MetLife Stadium,16.9,0.0,13.8,False
2024,16,Bank of America Stadium,33.6,0.0,11.3,False
2024,16,Lumen Field,47.0,0.117,10.7,False
2024,16,Highmark Stadium,9.7,0.0,11.9,False
2024,16,Allegiant Stadium,72.0,0.0,0.0,True
2024,16,Hard Rock Stadium,64.7,0.0,13.2,False
2024,16,AT&T Stadium,72.0,0.0,0.0,True
2024,16,Lambeau Field,24.4,0.0,11.2,False
2024,17,Acrisure Stadium,36.2,0.0,5.7,False
2024,17,NRG Stadium,72.0,0.0,0.0,True
2024,17,Soldier Field,49.1,0.21,13.3,False
2024,17,Gillette Stadium,38.7,0.125,5.4,False
2024,17,Paycor Stadium,56.0,0.002,12.4,False
2024,17,SoFi Stadium,53.3,0.0,10.3,False
2024,17,Highmark Stadium,51.5,0.724,19.3,False
2024,17,Caesars Superdome,72.0,0.0,0.0,True
2024,17,MetLife Stadium,50.1,0.194,19.5,False
2024,17,Lincoln Financial Field,57.1,0.19,17.1,False
2024,17,Raymond James Stadium,71.5,0.295,18.3,False
2024,17,U.S. Bank Stadium,72.0,0.0,0.0,True
2024,17,Levi's Stadium,50.2,0.0,10.4,False
2024,18,M&T Bank Stadium,29.4,0.0,24.0,False
2024,18,Acrisure Stadium,18.5,0.0,11.8,False
2024,18,Mercedes-Benz Stadium,72.0,0.0,0.0,True
2024,18,AT&T Stadium,72.0,0.0,0.0,True
2024,18,Lambeau Field,13.8,0.0,16.3,False
2024,18,Lucas Oil Stadium,72.0,0.0,0.0,True
2024,18,Gillette Stadium,30.5,0.0,15.7,False
2024,18,Lincoln Financial Field,27.6,0.0,19.2,False
2024,18,Raymond James Stadium,58.0,0.0,9.8,False
2024,18,Empower Field at Mile High,20.4,0.0,7.7,False
2024,18,Allegiant Stadium,72.0,0.0,0.0,True
2024,18,SoFi Stadium,58.9,0.0,11.8,False
2024,18,MetLife Stadium,29.1,0.0,21.1,False
2024,18,State Farm Stadium,72.0,0.0,0.0,True
2024,18,Ford Field,72.0,0.0,0.0,True
